issue_date,target_report_date,update_id,checkpoint_id,iz_code,node_index,anchor_rate_y_t,predicted_delta,predicted_rate,predicted_variance,predicted_sigma,calibrated80_lower,calibrated80_upper,calibrated95_lower,calibrated95_upper,uncertainty_flag,alpha_geo,alpha_transport,alpha_mobility,node_order_hash,forecast_status,observed_target_available,include_in_metrics,observed_rate,model_error,model_absolute_error,persistence_prediction,persistence_absolute_error
2023-02-25,2023-03-04,U10,U10,S02001620,44,15.29987760097919,7.178610801696777,22.478488402675968,1450.8792724609375,38.09040832519531,4.344438033413272,40.61253877193866,-8.80632070987286,53.76329751522479,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001621,45,11.775788977861517,13.86971950531006,25.64550848317157,1309.3265380859375,36.18461608886719,8.41876669240009,42.87225027394306,-4.074015900373347,55.3650328667165,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001622,46,14.596409283316303,-2.898678779602051,11.697730503714252,2141.85986328125,46.28022766113281,-10.335321940743755,33.73078294817226,-26.31362585004551,49.70908685747402,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001623,47,32.48511099079588,-13.93148422241211,18.55362676838377,1546.6646728515625,39.32765579223633,-0.1694510056640794,37.27670454243162,-13.747371919360369,50.85462545612791,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001624,48,34.21142661648991,2.250800132751465,36.462226749241374,2081.634765625,45.62493515014648,14.741145969212075,58.18330752927067,-1.010917782008626,73.93537128049138,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001625,49,19.31620629708325,17.441303253173828,36.75750955025708,1791.5728759765625,42.32697677612305,16.606518110437747,56.90850099007642,1.993078550501224,71.52194055001294,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001626,50,19.338619222587507,12.09836769104004,31.436986913627543,1905.8284912109373,43.65579605102539,10.65337180132286,52.22060202593224,-4.418844232612688,67.29281805986778,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001627,51,16.636167027116954,24.65821647644043,41.29438350355738,2501.517578125,50.01517105102539,17.48320338881129,65.10556361830348,0.215404011369884,82.37336299574488,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001628,52,20.54653790836244,29.97046661376953,50.51700452213197,3064.285400390625,55.355987548828125,24.163172277258923,76.87083676700502,5.051451238440563,95.98255780582338,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001629,53,137.7410468319559,-91.79695129394533,45.9440955380106,4345.34619140625,65.91923522949219,14.561321184983257,77.32686989103794,-8.197372510085103,100.0855635861063,high,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001630,54,21.70609941393532,13.2006196975708,34.90671911150612,2577.882080078125,50.77284622192383,10.734825038019792,59.07861318499245,-6.794559575017317,76.60799779802956,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001631,55,19.26040061633282,12.897174835205078,32.157575451537895,2234.4951171875,47.27044296264648,9.65310271899395,54.66204818408184,-6.667074359253121,70.98222526232891,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001632,56,22.46686137946529,10.366776466369627,32.833637845834915,2025.464599609375,45.00516128540039,11.407618177255811,54.259657514414016,-4.13046966759282,69.79774535926265,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001633,57,24.35460301997077,5.855634689331055,30.210237709301826,2171.815673828125,46.60274505615234,8.023641792553779,52.39683362604987,-8.06601122258294,68.48648664118659,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001634,58,39.8247710075667,-0.1165828704833984,39.708188137083305,2606.656494140625,51.05542755126953,15.401763042478812,64.0146132316878,-2.225184360475289,81.6415606346419,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001635,59,28.546959748786755,20.842893600463867,49.38985334925062,2307.796630859375,48.03953170776367,26.51923262171156,72.26047407678968,9.933527818244762,88.84617888025647,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001636,60,105.82010582010582,-63.406646728515625,42.4134590915902,3477.5283203125,58.9705696105957,14.338799744056018,70.48811843912438,-6.020859450890271,90.84777763407068,high,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001637,61,28.20874471086037,18.72078323364257,46.92952794450295,2578.715576171875,50.78105163574219,22.753727621016623,71.10532826798928,5.221508687911154,88.63754720109475,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
